Tweet ID,Tweet
6.87E+17,@jesseann2 WHY SAY MY MIDDLE NAME YOU CUNT
6.87E+17,@sammc_1993 u little cunt 😂😂😂😂😂🙈🙈🙈🙈
6.87E+17,@LewisIsFail you have me on it you cunt
6.87E+17,"@nipples026 Thanks baby, i'll be your cunt any day &lt;3333333333333333333"
6.88E+17,@megggggb how long did it take you to think of that ya crap cunt
6.88E+17,@famousamosloves please remember you are a cunt. You mustn't ever forget! 👍🏼
6.88E+17,"@CDWhitehead @opeopeoka @PorcelainSket @curtish1994 we'll you thought wrong, cunt"
6.87E+17,@gio_mejia35 good luck in English next semester you fucking cunt bucket
6.87E+17,@SteveBrocko pretty chirpy ey cunt see you in a week
6.88E+17,"@josephcaptures why are you such a cunt sometimes ,:("
6.88E+17,"@areagreatfriend @robdelaney  ""They're"" is a contraction of ""They are"". You stupid cunt. #TheyAreGarbage"
6.88E+17,@Sirjackwilliams fight me you cunt
6.88E+17,@ItzScav you are useless you daft cunt
6.88E+17,"@RihannaDaily #fuck I just wanna nibble on your beautiful long neck till your sweet little cunt pops. And do it again, and again, sleep."
6.88E+17,@meganwhits123 don't pull fucking wool over my eyes you daft cunt I wasn't born yesterday. I know he's Been with her someone saw them
6.88E+17,@ellebattenx what cos a bet you on a few quizzes hahahah ur a moody cunt
6.88E+17,@macebitch cunt if it wasn't for us you wouldn't be going out so😉😂
6.88E+17,@willlmcnallly fuck off you shit cunt
6.88E+17,@CharlieBiggs27 @jackhailes19 fuck off Charlie you fucking noncey cunt actually KILL yourself
6.88E+17,@louisthomas98 you are actually a cunt
6.88E+17,@piersmorgan don't think so now you ugly cunt
6.88E+17,@alex_corns @OfficialBWFC @Amos_40 imagine if you stopped being a cunt
6.88E+17,@rickygervais @james_byrne1979 cunts are useful. Shame the cunt you call mother used hers.
6.88E+17,"@EFC___ ""Hard Earned"" meaning what exactly? You choose to follow me, so if you dont like what I tweet, Fuck Off you sad cunt"
6.88E+17,"@kittymckean1 irony bc if u shit on people's hoodies, surely that makes you a bit of a cunt as well hahahaha"
6.88E+17,@Bethenny  u are one hating cunt .. Get off @ericajane dick. U make one tired drink and u give everyone business advice!
6.88E+17,@Mackay1981 the tweet i replied to. You whinging cunt
6.89E+17,@DanielAndrew97 Shutup Daniel you ghetto cunt
6.89E+17,@6GodSlasher @Eatvitaminsbro @SuccubusQueenx MY DAD'S DEAD YOU INSENSITIVE FUCKING CUNT!!!!!
6.89E+17,@TerryGeorge fuck off you cunt
6.89E+17,@panayi5 😂😂😂😂😂 you fat cunt
6.89E+17,@smalls_annie stfu you posted this cunt bag 🙄
6.89E+17,"@WxrriorFPS @Dxcieval go beg some eGirls you Fat virgin, I've seen a pic of you, your fat as fuck your obese cunt"
6.89E+17,@WayneRooney you fat blue nose cunt!!!!!
6.89E+17,@BegsLikeOzil your mom cheats on your dad with your cousin fckin Arsenal cunt
6.89E+17,@mcnally32 you terrible cunt! Lol
6.89E+17,@Levayys I know you are still a cunt we have bad clear outs now
6.89E+17,@nickglick24 you fucking cunt
6.89E+17,@James_Buckley need a lesson on black ops 3? Me and my mate @Tahanify  will hook yah up? Love you yah sick cunt
6.89E+17,@KaneFernando17 Pipe down you silly cunt
6.89E+17,"@nezzap1975 @iamjodileigh @rickygervais ""Your cunt feels so good."" Like that."
6.89E+17,@ademx84 you're top of the get a whack list you cunt ☝🏻️
6.89E+17,@DayVidSierra but yet u didnt reply to my text u cunt
6.89E+17,"@Liberal_Lunacy 
&gt; ""gamers of color""
&gt; MLK
You insensitive little FUCKING CUNT."
6.89E+17,@David_Cameron what about the nhs you spam faced cockwombling cunt
6.89E+17,@FaZeHazz go throw bread at your cat cunt
6.89E+17,@shanparkhouse @AJMills1997 as if you've actually blocked me you cunt😂😂😂😂
6.90E+17,@Fitton18397 when u lived at mine u was a moody cunt. And yeah who wants to listen to skepta at full blast at 7 in the morning
6.89E+17,@DJJAMESCANE that makes you second cunt
6.90E+17,@ELWHOREGUI who the fuck are you silly cunt
6.90E+17,"@Asdayasman @PhillyD cute, I myself would call you a cunt but clearly you lack the warmth or the depth. So twat waffle will have to suffice"
6.89E+17,@JessieHolleyX haha you cunt
6.90E+17,"@ichopanimals imagine this cunt making your kebab lol, or cutting his beard off when he was asleep"
6.89E+17,@SpicyBanter stfu you shifty cunt 😂😂
6.90E+17,@BabbShelby @Paytonn19 YOU STARTED BULLSHIT BY MESSAGING MY GODDAMN GIRLFRIEND YOU DUMB CUNT
6.89E+17,"@NicoleArbour after work, it's always nice to enjoy a nice big glass of fucking bleach you abusive cunt"
6.90E+17,@rickygervais Fuck OFF Gervais you unbearable cunt!!! (But I'll keep following you anyway and secretly hope you reply to me)
6.89E+17,"@B1810Chris Michael Tarsia is a cunt, He will delete a post you post yet leave a million of the same posts by numbnuts he loves the glory"
6.89E+17,@Dantsss_ I'm saying like the bottom half is tiny like my wrist so I feel like it'd be all scrunched together you cunt 😑🖕🏽
6.90E+17,"@lleytonhewitt your fitness app is shit, just like you cunt"
6.90E+17,@Gratton97 about fucking time you smelly cunt ha
6.90E+17,@breezyexcIusive @bossdeIuxe @falsettopurpose you're* and you don't make sense delete yourself you fat cunt
6.90E+17,@fitzoo_10 hope u never got it took off u you fat cunt
6.90E+17,@Speedyx24 @FurnyFootball just appreciate the goal ya sour cunt
6.90E+17,@timothypage_ @jennusiia i already deleted it you diabetic cunt
6.90E+17,@Molliextaylorxx @ellathomasxo @jessieroway need to use a bottle cos u canny fight aw doll bolt ya cunt
6.90E+17,@DomMurray_ cuz u r a cunt x
6.90E+17,@missgemcollins you are a cunt and a royal pain in the arse #getoveryourself
6.90E+17,"@piersmorgan pisses me off when people say ""as I've always said"" as if they were privi to some classified inside info.. aias you cunt!"
6.90E+17,"@dean_rb @zabojnikk I'm the one who recommended it to you, you cunt https://t.co/pI8qWpBnZv"
6.90E+17,@SabreAxzy @xArchKnives time for you to leave saves and bring BA back u salty cunt
6.90E+17,@_BIakey when i first looked at this is thought you had a cunt bun
6.91E+17,@JamesCulllen do your school work cunt
6.90E+17,"@chrishagentb I used cunt bc I have poor vocab, but I take it you don't have an answer to the type of racism that was? No answer......"
6.90E+17,"@DaveHolmes Hey buddy whatever you do, make sure that dumb cunt goes to prison for a long time."
6.91E+17,@BulpinDan give me a hammer and I'll remove your phone you dull cunt
6.90E+17,@karlak916 @megynkelly @realDonaldTrump karla u lost me u lying cunt
6.90E+17,@Resk_Ology @Resk_Ology cunt you know dead 😅😅😅😅 will send you a pic in a min. Confused black women!
6.90E+17,@doogle199 get back to work you cunt 🔌🔋💡
6.91E+17,@mystiquesyeux im your favourite cunt though 😘
6.90E+17,@ShaunK98 @bgangove @kateengland01 @oliwiaaa_ don't see my sister getting involved she's grown and has a job you btec cunt
6.90E+17,"@DaNintendoYT @MikeBoggsy @DAGamesOfficial  Because you're shit at what you do, kill yourself you specky cunt."
6.91E+17,@you_are_bot fuck u cunt
6.90E+17,@BechmannSydney fuck you cunt
6.90E+17,@G_Meezy8 did u cunt punt her??
6.90E+17,@verngilroy u shud sell ur dry loose cunt. Maybe u all will make a bit cash to buy food at least. Cuz chase utube 'career' aint cutting it
6.91E+17,@sarahzview Currently? YOU are what is wrong. Now why don't you kindly go ahead and fuck yourself? Cunt. Goodbye. (3rd time's the charm?)
6.91E+17,"@GODthegoodone eyup big man, your lads being a cunt https://t.co/xr2lHUlEXB"
6.91E+17,@anishahayleyx and I told you that you were a cunt so whose laughing now bitch
6.91E+17,"@JoeyGotBored lol, ok you moody little cunt (:"
6.91E+17,@mebewale @madridswhite jdjdkdkf can't wait to knock u out u Nigerian cunt
6.91E+17,@slowtowned shut your cunt you're so fucking annoying .
6.91E+17,@Milcham you still there cunt face?!?!
6.91E+17,@livvy_fox coming from the rainbow cunt??????? Lol pipe down you cracker
6.91E+17,@daniellemcam listen here you little bitch i hope you're reading this you'd dumb cunt you leave briana and Louis alone you
6.91E+17,"@lxkeeh @Yubdig57 ""proper worst cunt"" you know what sunny Jim that's fucking special"
6.91E+17,@nflcommish fuck you cunt
6.91E+17,"@briandark you cunt, wonder what joke you trying to make."
6.91E+17,@Kandi ur mums a proper cunt
6.91E+17,@vari_telfer aye your a weird cunt but
6.91E+17,@mchaelsmirks @sebastjanstans u soggy cunt i hate u
6.91E+17,@TrapGhandi @Edmow_ get blocked u cunt
6.91E+17,"@HentaiSadist *screams out as your cock fills my cunt, stretching my pussy wide*"
6.91E+17,"@MattBowdidge yea, but that's because you are a cunt 😂"
6.91E+17,"@burymongspots mong spotter you horrible cunt, there is no need to post em online 😆😆👍👍 https://t.co/zojwU3BxZe"
6.91E+17,"@connorgilhooley thank u , you fit cunt xx"
6.91E+17,"@BexieLady @mellopuffy ""and also for you to stop being a cunt in the future. Since that's what you live in"""
6.91E+17,@kaylezzzzz GLOVE DOESNT SMOKE YOU LYING CUNT
6.91E+17,@redmysterio96 @SusanChadwick1 you replied to me ya cunt 😄
6.92E+17,@danny_stammers nice one stammers u cunt
6.92E+17,@Casey_Keates you're overdue your death you little cunt
6.92E+17,@ManUtd @vine shit head learn to play before u start acting like a cunt
6.92E+17,@danielsahyounie shut the fuck up you cunt &amp; follow me already dammit #favjanoskiansquote #yourmumstitties #mostfuckedupface
6.92E+17,@OnThatWayUp wait what breed of cunt you is ? 😐
6.92E+17,"@ChuckWolverine @DBZ_RP ""hey that's not all the girls i boned said you little cunt."""
6.92E+17,@peachykira you spelt cunt wrong
6.92E+17,@Seven7God stop being a cunt you hippo
6.92E+17,"@Trader_Dante you just cunt help yourself, can you!?!?"
6.92E+17,@So_Skillful faggit get a job you won't make money streaming you peasant cunt
6.92E+17,"@DaRealAmberRose @kanyewest dumb bald headed cunt , you are the biggest l"
6.92E+17,@arrowjam *Mill you cunt
6.93E+17,@danielsahyounie u cunt I missed it I'm at school
6.93E+17,"@dolcendeanna first of all cunt face the fact you keep going around Larries prove your disappointing, hoe"
6.93E+17,@owenoneilll you're a mad cunt you mate 😂
6.93E+17,@TalonWhiteye300 shut up you giraffe cunt!
6.93E+17,@KallumWestall he just appreciates it unlike you you cunt
6.94E+17,"@mrliamstorey @Laura241987 @T_Deeney He tweeted him ""your dead you cunt"" before that. I'm not so sure."
6.94E+17,@JaiBrooks1  you cunt follow me or i'll kill you #janoskianators 🐼
6.94E+17,@_perfect_x told you not to put this on Twitter ya cunt
6.94E+17,@thismindofmjne wouldn't want to be centre barrier? like?? get a grip u jealous cunt
6.94E+17,@JaiBrooks1  you cunt follow me or i'll kill you #janoskianators 😥
6.94E+17,@JaiBrooks1  you cunt follow me or i'll kill you #janoskianators 😉
6.94E+17,@DASHaholic_ what your like 14 you little squeaky cunt
7.94E+17,@realDonaldTrump you sick cunt https://t.co/3cg0pzbzP6
7.94E+17,@tristitia0 HAHAHAHAHA YOU FUCKING SUCK HOW DO YOU MISS SHIT CUNT
7.94E+17,@TrentLeeTurrell where's my creds you sexy cunt
7.94E+17,"@WOTCHUWANT You think you are IT, just because you have a load of followers.Didn't realise there were so many wankers!Cunt face"
7.94E+17,"@donaldtisgod get a life, have a scrub or maybe even a penis enlargement will help your case you hillbilly cunt."
7.94E+17,@tony_moore60 fuck off u ye cunt you loved that trick 👠👡👢👞👟
7.94E+17,@giveawayflipt 0 1 do 1 you cunt
7.94E+17,@psychoticrybaby I call you cunt and bitch more than I call you babe or sweetheart
7.94E+17,@REALIcePoseidon you've got a natural talent for being a weird Cunt. Don't let one persons actions define your future holmes. Chin up.
7.94E+17,@SUGASBC i can't believe you called me that what a cutie. ... .  . i mean cunt
7.95E+17,@elliewhittaker_ @MrBlueSky97 nah you were always a cunt
7.95E+17,@rblake83 you have no hair on your head you look like a egg you self centers cunt go and fuck you dog in the arse https://t.co/GOiRtrOff3
7.95E+17,@Dr_Desi_Nick You really have the audacity to tell ME what MY political alignments are? Get the fuck off the internet you cunt.
7.95E+17,@ollyfell just be a cunt and don't care whether it keeps em keen or not 😂 saves your own feelings when you really don't care 😂
7.94E+17,@Formallyigb @jonnyjlm @YouTube @the_shota stop complaining and just enjoy the facking sequel you wank cunt
7.95E+17,@SophiePGolledge fuck you cunt
7.94E+17,"@JenSlutGoddess *my cock pounding you, stretching your slut cunt so wide*"
7.99E+17,"@Shivaji500500 u wit less cunt, direct your voice towards ur sanghi bosses who r directing the govt. To use pellet guns @salman7khurshid"
8.00E+17,@CulperMacc @FINALLEVEL @centurymedia are you some sort of cunt macc
8.00E+17,"@sophietheallet You are a cunt and Michelle Obama was a monkey.   Good luck ,bitch"
8.00E+17,"@MrGreennnnn98 @Reddishh5 Fak off Calum, You cheeky cunt."
8.00E+17,@RyanSmithEditor @ZyoriTV @TheWonderCow @Parkerhazzah @ToffeesTV @scantzor shuttup you cunt
8.00E+17,@eLennon7 missin u g shoulda came up with Buke you silly cunt
8.00E+17,@KrazyBonesTV U NAST U LIL CUNT
7.99E+17,@Destiny_Marae12 why are you such a vindictive cunt?
8.00E+17,@velunga as always has been you cunt
8.00E+17,@devongooner64 Hes a smelly yid cunt. Ive got a foreskin havent you #COYI
8.00E+17,@rogerwaters @allsongs you filthy dirty Jew hating scumbag cunt #Roger Waters
8.00E+17,"@OscarCorona__ @casillasikers He wasnt at his peak at Utd you silly cunt, in his last season he scored 31 goals in the league alone"
8.00E+17,@RogerHill318 @SenSanders hahaha oh you dumb cunt fascist scum.
8.00E+17,@realDonaldTrump the Theatre was a safe space until your cunt-y friend showed up. Go fuck your self.
8.00E+17,"@SyriaCharity you are a uber cunt. you are a block to truth.l you. interfere with the children. the fathers and mothers., MSM MEME"
8.00E+17,@chunkymark You insult the Jewish community when you post this crap. Degenerate cunt
8.00E+17,@ConnorHession @connor_wardle hahaha good one you little cunt
8.00E+17,@MrJoeyJackson Then your account must be hacked mate cos someone's being a cunt on it.
8.00E+17,"@EddieMenga il nut you, you cunt"
8.00E+17,@pafologist get fucked and take your meds cunt 😂😂😂✊🏻💦💦💦 https://t.co/YeiqaFLnH6
8.00E+17,@TheBetTrain your shite mate I win most weeks you tin pot cunt
8.00E+17,"@F_batsh @BigRaheem31 @Tyronemichael7 @Skill_mich how am i a cunt, u don't even know me"
8.00E+17,@JoshRobins0n do you even like Chelsea anymore you northern cunt
8.00E+17,@bencrawford_96 same to you ya cunt mangoooooooooooooooooo
8.00E+17,@nastynastydope Haha. Just kidding you cunt identify a football player.
8.01E+17,"@katyperry @realDonaldTrump Shut your vapid piehole, you cunt"
8.01E+17,@yoLinqz @Clooudz_ Ur the only gay cunt here
8.01E+17,"@RioXVII so many puns you ""cunt"" take it anymore? OwO"
7.05E+17,@stacyhughes__ you cunt 🔫🔫🔫🔫
7.06E+17,@_madferit_ oh sit down oh sit down sit down next to me.. Piss aff yer a minging cunt. Your tunes are so much better
7.05E+17,"@DaFifaPlayaaaaa @_FIFA15FUT @PSFIFA16PS why you telling ppl to get cancer, why dont you tell your mom to get cancer, exaclty u cant u cunt"
7.06E+17,"@westernstar97 @charliesheen @eltonofficial @ejaf Ha whatever you dumb cunt. Go fuck yourself, you're blocked you bellend 😂"
7.06E+17,"@LauraJCrowther your an absolute cunt, I nearly fucking bit it!!"
7.06E+17,"@LaloDagach @thedailybeast Cenk's a cunt, what are you gonna do"
7.06E+17,"@kanyewest @deadmau5 I've seen smarter bronze medalists at the special Olympics. Get off twitter, you useless cunt."
7.06E+17,@Payback27 u ugly booting cunt
7.06E+17,@Rockness_Dog Answer your DM's you cunt!
7.06E+17,"@eO_Jande @RossJNicholson The whole ""You're so beautiful!"" when they want in your bed then ""Ugly cunt"" when they're trying to hurt."
7.06E+17,@OnlineBeav listen you little cunt. I'm not here for the bullshit
7.06E+17,@MatthewCOYS Cunt punt you butt
7.06E+17,@ADIDASHOWELL NAH FUK OFF OI U WANNA GO CUNT
7.06E+17,@sturner90 @marcbrfc91 but just to conform your are a cunt though yeah?
7.06E+17,@DeanAdams17 ur a cunt go away
7.06E+17,@DeadlineTK @MayneDaanger @crimzal @Mixcn_ not 12 not pubs haven't skecthed once so go pleasure a sheep you weird cunt
7.06E+17,@tylaweldrickx its busy you cunt
7.06E+17,@yb456 right next to you ya cunt
7.06E+17,@BlueSteev @weekerry_1311 @jadelucas17 no you cunt bag..you said Hungary-austria....it's austria-hungray
7.06E+17,"@liamryley18 hahahaha why you going mad you gimp, get chinned when I get home. Soft cunt"
7.06E+17,@bet365 fuck off you clueless cunt. We already were.
7.06E+17,@HKane shut up you big nosed cunt.You couldn't even beat a ten man Arsenal.Tottenham's best season for 50 years is finishing second above us
7.06E+17,@POMFRETT_ fuck off you cunt
7.06E+17,"@GarethSoye @lyBritish or

1. Fuck
2. Off
3. You 
4. Stupid 
5. Cunt"
7.06E+17,@HKane keep your mask on you massive mongy cunt
7.07E+17,@GIORGIOLOCKS hahaha I didnt even notice you cunt ...
7.07E+17,"@mikeparry8 haha ya bitter cunt, fix your glasses."
7.06E+17,@Jmiddleton18 good you cunt
7.06E+17,"@NickChim94 you are a CUNT. Disagree with an opinion, but to wish cancer on someone cuts to the heart of those who have seen loved one’s die"
7.06E+17,@mflimerick ur a spiteful cunt!
7.07E+17,@Fumesmori @Steveh245 @bobtheiron @MagicalDeulofeu @Life_Of_Iron @Deulofeuu @baldyninja you horrible scum cunt
7.07E+17,@SimplyWilsh_ you need to stop being a cunt
7.07E+17,@iHeartMiko Bye bye you big mouthed cunt!
7.07E+17,@ColeWRS U FLAT NOSED CUNT DONT TURN INTO THE NEW JACKIE U FAT FUCK
7.07E+17,@luke_brooks get up you cock sucking cunt
7.07E+17,@luke_brooks get off your ass you lazy cunt homeless ppl can't do wtf you do so go make the best of it and don't take it for granted
7.07E+17,@luke_brooks dont be a lazy cunt get up and do something with your life. do something you can look back on tomorrow and be satisfied with
7.07E+17,@NFKRZAlt fuck off you wet cunt
7.07E+17,@lynda1sherer @9NewsMelb @Andrew_Nelson9 take that picture out of our profile you fucking heartless cunt. No one deserves to die.
7.07E+17,"@colIisionkiss you're a cunt, u know that?"
7.07E+17,@BBCoVIP can't believe you've taken jammie dodgers away from me ur an actual cunt
7.07E+17,@jlcawood that's right I'm a whore and a cunt. Can't you tell?
7.07E+17,@daegusfat Ur literally so fucking dumb u make no sense just follow more people dumb cunt
7.07E+17,@abcdefg1234569 cunt you still coming
7.07E+17,@asstrojinjin if you're really as much of a cunt as you've let yourself look go and apologies to your parents for wasting their time
7.07E+17,@queenmillls props to you for not flooring the cunt
7.07E+17,@lexh__ just like you to know that you're a massive cunt then mate 😊😊😊😊😊
7.07E+17,@Marsh_Spain @James_V_Howson @TransfersCalcio the secret is finding the right one quickly or you start to look a cunt
7.07E+17,@KimKardashian stop putting your cunt on the internet
7.07E+17,"@TimmystevoYNWA @smtm_LFC you sir, are a cunt now fuck off my TL"
7.07E+17,@KimKardashian All the $ in the world would not change that you are a skank. Your cunt must smell like rotten eggs &amp; you need anaconda cock!
7.07E+17,@Brycecypert @abby_eme Stop ruining it you cunt
7.07E+17,@JaiBrooks1 i see you out of your room little cunt
7.07E+17,@KimKardashian why post nudes? You have kids set goals for them🖕🏼✊🏼 disrespectful cunt
7.09E+17,@efc_jayy @whufcphotos @fumesmori @harry_livings don’t go behind our back and screen shot our tweets you cunt
7.10E+17,"@HatSteeds That Purdy did...when I said left, i meant she left a log on your Bentley seat...yer cunt."
7.10E+17,"@itssixwordstory @CoolestLifeHack ""fuck off my timeline you cunt"""
7.10E+17,@Kingtucks1874 @MeganMccombx @MichaelHall_74 @Liamscott51 ur a cringey cunt Chris. Don't bother coming to Celtic.
7.10E+17,@Jay_78_ @LFCULLAH hahaha how can you call him obsessed when u r stalking his Twitter to see this picture you fat marshmallow lookin cunt
7.10E+17,@therealbaka @_twiterb change your name cunt
7.10E+17,"@profanityswan What happened to that one who called you ""a cunt and a half""? You used to get a better class of criticism. #onthecans"
7.10E+17,@hammond_chris was thinking about how uncomfortable you was when lee said black cunt in front of Ross.
7.10E+17,@danielskip follow @wififoreugene on insta and look at her post about you ya cunt @janosxaafam 11
7.10E+17,@JoeBurgess1 @HitmanHatton knock the fat pudding out budgie you daft cunt
7.10E+17,@belfastjj @BBCNews lol a source close to u says ur a cunt so it must be true.
7.10E+17,@BrooksBeau Dm you cunt!
7.10E+17,@A420N_ who's yelling u cunt
7.10E+17,@twattsalert AAAAAAAAAAAAAAHAHAHAHAHAHAHA YOU FUCKING PRICK AHAHAHAHAHAHA aww why didn't Hitler just block the Allies? u fucking suck u cunt
7.10E+17,@MCCANNSBLING y r u ignoring me u fucking prick what did i ever do to you cunt
7.10E+17,"@UltraMasrawy @USEmbassyTurkey You condolences as fake as your civility shove it it belongs, up your terrorist cunt!"
7.10E+17,"@Stryker1063 You broke my Facebook messenger, cunt."
7.10E+17,@DeejayDt I'll knock u all out u cunt
7.10E+17,@DumbestPosts @RudeComedian @Meegs_92 that's you ya cunt!!🤔😂
7.10E+17,@Tanman190 fuck you ya dumb dick sucking cunt
7.11E+17,@colin_meiklem you don't even need the money cunt
7.10E+17,@badassglazz your bio makes you seem like the biggest white girl cunt ever
7.11E+17,"@fantastlsco shut up you stupid and disrespectful cunt, grow up"
7.11E+17,@Nathaniel_Clyne what the Fuck happened there? You better score or I'm gonna rob your dog and give you a Fuckin cat back you cunt.
7.11E+17,"@sNiPeRsItOX your shit kid session joining, camping to last and sweating go die you cunt"
7.11E+17,@GeorgeTeeney @THTRacing go play in traffic you cunt
7.11E+17,"@ManUtd should hav scored...1_1 nw,game over...lvg u stupid cunt..pls stop using fellaini"
7.11E+17,@danielsahyounie FOLLOW ME CUNT YOU DONT EVEN KNOW HOW MUCH YOU MEAN TO ME WHY CANT YOU NOTICE ME
7.11E+17,@realDonaldTrump You mad cunt
7.11E+17,@piersmorgan the campaign against British troops based on false photos that you plastered all over your front pages you massive cunt
7.11E+17,@wozzaPC because I like it 😂 you always a cunt haha!
7.11E+17,@kaitlyn_elliot on the way you cunt
7.11E+17,@adamlindley hahha thanks adam u sexy cunt
7.11E+17,"@ElliotKent10 fucking hell, kick me when im down you cunt"
7.11E+17,@perfectlawrence right. Nobody gives a fuck to you too cunt:)
7.11E+17,@ryanmorgs1 😂 u funny cunt
7.11E+17,@Jackmersea just aswell I don't live my life on here then like you you cunt
7.11E+17,"@Kathleen_Wynne  free my ass,tax payers money is not free you dizzy cunt!"
7.11E+17,@keksdmeks I see u are still an imbecilic cunt
7.11E+17,@Abyd56 @basw drink bleach you cunt.
7.12E+17,@TomsGuideToAnal you're a cunt you know that right 😂
7.12E+17,@CollDonaldson hahahahahahahahaha ur actually such a worst cunt. DOOOOOOOOON
7.12E+17,@parth_utters @Vatsal0810 Fuck you cunt 😂
7.12E+17,@snewland6389 Do that against Leicester you cunt!
7.12E+17,@Gabs50Zakuani fuck if you absolute cunt. should be banned
7.12E+17,@safaridjh is a cunt!!! I'll be shoving my monster cock right in you daddy😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫💓😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😎
7.11E+17,@connor_smithx couldn't punch your way through a paper bag yah cunt
7.12E+17,@DanielSturridge maybe you should spend less time dancing like a cunt and focus on what you get paid for.
7.12E+17,@Kathleen_Wynne  1st day of spring and cant afford to do any thing cause I just got my hydro bill broke for another month you stupid cunt!
7.12E+17,"@scott31271 @j0k3rAR15 

No it's your Mum

She thinks you're a cunt https://t.co/VxG0YPV6lO"
7.12E+17,@sullkari fuck off you cunt
7.12E+17,@stevenlemon98 your a fat cunt
7.12E+17,@maddyjv miss u cunt
7.12E+17,"@JWeismonger but you don't have an arguement, just petty words like ugly and cunt, so I'm still just arguing because its funny as fuck"
7.12E+17,@enMTW Bitch! Jailbreak is the ONLY reason you have any followers. Unfollow your bragging cunt trash.
7.12E+17,@BSchweinsteiger leave my club you useless cunt. You didnt even run.
7.12E+17,@MrGamerBoy818 @FUT_ALEXIS15 @LouseHDGiveaway @afav1999 SHUT UP U CUNT
7.12E+17,"@jirachiremy I'm not trying to convince you of anything sweetie. You look like a hating,miserable, cunt. Why comment if you don't like ?"
7.12E+17,@strebornayr you lazy cunt. Im averaging 13000 a day for the last month
7.12E+17,@AshtonBradXXX your penis is everywhere and you're shocked because I said cunt?!? I love the word cunt.
7.12E+17,"@ReclaimBirth @jsandrews1 @CE1lly @dlw624 @alltehmunnies I'm done being nice.  Fuck you, you are a straight up cunt"
7.12E+17,@EazyJDN @QuantumsQ I'm the best u daft cunt watch ur lips
7.12E+17,@busibeeee I already did you cunt
7.12E+17,@ImagineAnna @DaRealKhefner @realDonaldTrump stfu you're another racist pig fucken CUNT
7.12E+17,@WateryBridge @bethxjohnson what the actual fuck lol what am I reading you are such a rude cunt
7.12E+17,"@mamoonbleh haan yeh bhi sahi hai
MAWRA, why is your name trending you talentless cunt? #AskMawra"
7.12E+17,@BabyShel100 @Kingbird24 hurry up then bitch the world doesn't wait on you cunt
7.12E+17,"@KTHopkins beg you die, you're boring and a general cunt"
7.12E+17,@WarMachine170 Your a crazy fool! See your old ass when your 55 years old. Threw away your life for a dirty cunt!
7.12E+17,"@KTHopkins do the world a favour, shut the fuck up you dumb cock sucking cunt and vanish off the planet."
7.12E+17,@HauntedDecryptz you cunt
7.12E+17,"@JBLFan1 
 You are the big fucking asshole in the WWE.  and Stephine Mcmahn is a cunt"
7.12E+17,@Sinsladen WHAT THE ACTUAL FUCK ARE YOU SAYING YOU CHEEKY CUNT
7.13E+17,@jackhorswell shut up you gay cunt
7.13E+17,"@Sean_for_3
IT'S CALLED AUTO CORRECT, SO PULL YOUR FIST OUT OF YOUR MOTHER'S CUNT. YOU CELLAR DWELLING SHIT BAG LOSER!"
7.13E+17,@TammyNayh I live in England. Cunt is like a compliment over here. You need to drop a twat or a wanker or a cockgobbler to really get me.
7.13E+17,@champagnesoda You cunt
7.13E+17,@KTHopkins You are a dog that keeps shitting on the floor and enjoying having people shout at you. Cunt.
7.13E+17,@Trollzous don't do it... don't be a cunt. As far as I remember you said you're on 'good terms'
7.12E+17,@TrueGeordieNUFC Stoke fan here mate and I think you're quality. Speak the truth always. Wet myself when u called Mclaren a useless cunt.
7.12E+17,@tattooliams YOU CAN LEAVE AT ANY TIME YOU HEARTLESS CUNT
7.12E+17,@realDonaldTrump you're a cunt.  Quit disrespecting our President.   Something you won't ever be.  #notaboutyou #NeverTrump
7.13E+17,"@MaleenMasood after ydayi want u

Baby

I want t wife u

Hate howu talkn link guys during dayn chat t me in night

Utreat me like a cunt"
7.13E+17,@dj_darby55 they're lyrics you cunt
7.13E+17,@_LegendaryRose you cheeky cunt
7.13E+17,"@MyNamaChef You're not funny, end your life, dumb cunt."
7.13E+17,@paki_dave I asked you a question you ignorant cunt!
7.13E+17,@_Kayne1878 NEWCASTLE U CUNT U WANNA GO
7.13E+17,@savage_guzman @holIowbody shut the fuck up and never use my name again you stupid cunt
7.13E+17,@C_POSITIVE3 @JackBrodie69 @BradleyTymms probably up your ass you queer cunt
7.13E+17,@dranitasam licking and sucking your cunt https://t.co/gYU3oKeXr4
7.13E+17,"@ChrissieEvert WTF you know about european culture you racist slut. You delusional non entity. Go die and no one will miss you, cunt."
7.13E+17,@stevecuozzo what a cunt you are
7.13E+17,@KateyMatt @AoifeHoare I'll smash your mas cunt off a wall
7.13E+17,@Brandon77221879 fuck up u gay cunt
7.13E+17,"@William_Howe_ he has got a point, you are a weird cunt"
7.13E+17,@TippersSimon did you get cookies you cunt?
7.13E+17,@rickygervais is that a dig at me you cunt?
7.13E+17,"@_ailsawallace fucking knew it, you should've done your make up and came out you big cunt!!"
7.13E+17,@meezer16 you didn't vote for Obama.  You want Trump as president you dumb racist cunt
